囪	［囪-囱］
鰩	［鰩-鳐］
鳐	［鰩-鳐］
騣	［騌鬉⇀騣鬃↛鬃］鍐𩮀𩦲
駁	［駮駁↛駁-驳］𩣄䮡剥
驳	［駁-驳］駮𩣄䮡
隻	［只隻祇-只］獲𨾏𠮡𧙋軹咫衹緹秖𣱊示𥘢𥙆秪
馭	［馭-驭］御𩣓𩤳𩤾
驭	［馭-驭］御𩣓𩤳𩤾
騱	［騱-𫘬］𩤻
芈	［羋-芈］𦍋
牠	［牠它↛它］他蛇
虵	［虵⇀蛇］
馳	［馳-驰］𧂓䮈踶移
驰	［馳-驰］𧂓䮈
鰳	［鰳-鳓］
鳓	［鰳-鳓］
襲	［襲-袭］㦻𥫄𧟛𧟟
裊	［嫋嬝褭裊↛裊‒嫋裊-袅］𡠿䙚
袅	［嫋裊-袅］
袭	［襲-袭］
制	［制製-制］𠛐𠜔𠝁𠜿剬至致
製	［制製-制］𧚳𠛐𠜔𠝁𠜿剬
驤	［驤-骧］
骧	［驤-骧］
蟣	［蟣-虮］𧎶蟻
虬	［`虯⇋虬］
羗	［𦍑羗⇀羌］羑𠒌𡸓𡺛猐㳾𦍎
魢	［魢-鱾］
鱾	［魢-鱾］
隽	［`雋⇋隽］
鯴	［鯴-鲺］
鲺	［鯴-鲺］
鯒	［鯒-鲬］
鲬	［鯒-鲬］
慶	［慶-庆］𢙎𢝑
懇	［懇-恳］𢡆𢢽豤貇𧩺
虯	［`虯⇋虬］𪓓𪓔
墾	［墾-垦］𡍭𡓚垠
羌	［𦍑羗⇀羌］𠒌𡸓𡺛猐㳾𦍎
鯽	［鯽-鲫］𩺀鰿𩼚𩼿鰂
鲫	［鯽-鲫］𩺀鰿𩼚𩼿鰂
轄	［轄-辖］鎋舝𨍤䡷𩏓害
辖	［轄-辖］
衕	［仝衕同↛同‒同衕-同］㣚𧇌詷
徧	［徧⇀遍］偏㴜蹁扁别辨辬辯
躥	［躥-蹿］竄
躝	［躝-𨅬］𨈆
躚	［躚-跹］蹮𨇫𨇴
蹿	［躥-蹿］
踪	［`蹤⇋踪］
轀	［輼↝轀-辒］
輖	［輖-𫐏］𨏺
輨	［輨-𫐑］錧
輞	［輞-辋］棢𨊾𨋹
辋	［輞-辋］棢𨊾𨋹
跴	［跴踩↛踩］
趕	［趕-赶］𢆝
輥	［輥-辊］𨍲𨎊
輼	［輼↝轀］𨎽辒
辒	［轀-辒］輼𨎽
辊	［輥-辊］𨍲𨎊
躒	［躒-跞］䟏躍
轢	［轢-轹］轣𨍮𨏟
車	［車-车］𠦴𨏖
车	［車-车］𠦴𨏖
德	［㥲⇀德］徳悳𢛳恴㥁𢜖㥀𢠀𢤊𨗤直植得
躪	［躪-躏］躙蹸
躏	［躪-躏］
衖	［挵⇀衖弄↛弄］巷𢕁㟟𢕵𨙵䢽䣈𨜕𨞔𨞠閧闂鬨挊𠧗𢌮㢅𡱯
轊	［轊-𫐕］𨊥𨎥䡺
輳	［輳-辏］湊
辏	［輳-辏］湊
䡩	［䡩-𫟥］軫
踌	［躊-踌］躕蹰
蹟	［跡蹟`⇋迹］
蠭	［蠭䗬⇀蜂］𧋴𧔧蚌𧊩䗦𧒒𧓶
䗬	［蠭䗬⇀蜂］
軲	［軲-轱］
轱	［軲-轱］
衚	［衚胡↛胡‒胡鬍衚-胡］
徃	［徃⇀往］徍𧗧𢓸𢓯𢔎𣶂迬𨓹
蹣	［蹣-蹒］𨃟
蹒	［蹣-蹒］
肯	［肎⇀肯］𠕔𡧓𣍟肻𦚋𦙡
往	［徃⇀往］徍𧗧𢓸𢓯𢔎𣶂迬𨓹王
舣	［艤-舣］
輾	［輾-辗］碾
辗	［輾-辗］碾
躡	［躡-蹑］𧿜
躍	［躍-跃］䟑躒
輭	［輭⇀軟］輀
軟	［輭⇀軟-软］濡𨋚𨉿
软	［軟-软］輭濡𨋚𨉿輀
舰	［艦-舰］
蹑	［躡-蹑］
輙	［輙⇀輒］
輒	［輙⇀輒-辄］
辄	［輒-辄］輙
跼	［侷跼局↛局］跔𨄙𡱈𢩁
务	［務-务］
軸	［軸-轴］𨌇舳
备	［備-备］僃俻𠃰𠈍偹𠏆𤖤𤰈葡
蹕	［蹕-跸］䟆𠌫𡁘𢕏驆
䟆	［䟆-𫎳］蹕𧫤
轠	［轠-𫐙］𨎿𨏒
惫	［憊-惫］
轴	［軸-轴］𨌇
轉	［轉-转］転專
蹧	［蹧糟↛糟］𦵩𨠷醩𨣹𨤇
彻	［徹-彻］
践	［踐-践］
征	［徵-征徵‒徵征-征］徰𢌛𨒌正政
惩	［懲-惩］
軻	［軻-轲］柯
轲	［軻-轲］
輻	［輻-辐］輹
辐	［輻-辐］
輔	［輔-辅］俌補𨊽𩒺𩔁𩈨駙
辅	［輔-辅］俌𨊽𩒺𩔁𩈨𥙳
軏	［軏-𫐄］䡇
輕	［輕-轻］軽𨌷𨓷
徑	［逕徑↛徑-径］俓𢔉
踁	［踁⇀脛］𦙾硜𨁎𨂈𩩋胫
𨆪	［𨆪-𫏕］鑋
輊	［輊-轾］軽𨍀𨏅䡹𨏑𦥎
轾	［輊-轾］軽𨍀𨏅䡹𨏑𦥎
蹄	［蹏⇀蹄］𨀭𨂶踶𨄪
彷	［彷髣倣仿↛仿‒仿彷-仿‒彷-彷仿］妨
躋	［躋-跻］隮𢁃𤼥𧾙䠁𨹷𨼻齊濟
跻	［躋-跻］
跡	［跡蹟`⇋迹］
蹴	［蹵⇀蹴］𨉌踓蹙踧
輬	［輬-辌］𨍡𨎅𨎍
辌	［輬-辌］𨍡𨎅𨎍
較	［較-较］䡈𨊿覺角
较	［較-较］䡈𨊿
發	［發髮-发］発𤼦𤼲𤼵伐廢旆
暫	［蹔暫↛暫-暂］𣊙
暂	［暫-暂］
軔	［軔⇀軔-轫］杒仞
轫	［軔-轫］杒
軾	［軾-轼］
轼	［軾-轼］
㨻	［㨻-𪮃］摲
軒	［軒-轩］䡓𨍓𩋱憲
轩	［軒-轩］䡓𨍓𩋱
赶	［趕-赶］
歲	［𡻕嵗⇀歲-岁］歳㒸亗㞸𢧁𢧡
劌	［劌-刿］
翽	［翽-翙］
轗	［轗-𫐘］輡𨎕轁
跷	［蹺-跷］
踐	［踐-践］㣤跈
彿	［髴⇀彿佛`↛佛］
躓	［躓-踬］胝疐𨂤䠦𨆦𨆑
鏨	［鏨-錾］鏩嶄
錾	［鏨-錾］
蹔	［蹔暫↛暫‒蹔-𫏐］𣊙暂
槧	［槧-椠］
椠	［槧-椠］
斬	［斬-斩］
斩	［斬-斩］
軺	［軺-轺］𨍳
轺	［軺-轺］𨍳
慙	［慙⇀慚］
銜	［衘⇀啣銜↛銜-衔］咁𠷢嗛𠼫𠾑㘅御
衔	［銜-衔］
塹	［塹-堑］壍𡐛㟻漸
堑	［塹-堑］
盤	［盤-盘］磐𡘃𠽲柈槃洀鎜䰉畔叛
艪	［艪㯭樐⇀艣櫓↛櫓］橹
艫	［艫-舻］舮
艣	［艪㯭樐⇀艣櫓↛櫓］
轤	［轤-轳］䡎
鴴	［鴴-鸻］
鸻	［鴴-鸻］
鵃	［鵃-鸼］
鸼	［鵃-鸼］
轆	［轆-辘］𨌠𨏔
辘	［轆-辘］𨌠𨏔
艤	［艤-舣］檥
輓	［輓挽`↛挽］鋔
趲	［趲-趱］䟎
躦	［躦-躜］䠡蹲𨇃𨇇
躜	［躦-躜］
趱	［趲-趱］
連	［連-连］槤㜕璉𨘑
连	［連-连］
頻	［頻-频］頻濱顰矉
辽	［遼-辽］
顰	［顰-颦］嚬𡤉矉𨽗頻𩖓儐
颦	［顰-颦］嚬𡤉矉𨽗頻𩖓
频	［頻-频］頻濱顰矉
步	［歨↦步］歩埠𡵯𣥶𩣝酺
歨	［歨↦步］
蹳	［蹳-𫏆］癹𨅢
轟	［轟-轰］軣𨊷𨋌𨋮𨎇
輅	［輅-辂］𨎲格迓路露
辂	［輅-辂］𨎲
鷺	［鷺-鹭］鴼𩁐𪆽𪇸鸕
鹭	［鷺-鹭］鴼𩁐𪆽𪇸
蹤	［`蹤⇋踪］從𨌰𧿛踨䢨
輈	［輈-辀］𨏺舟
辀	［輈-辀］𨏺
術	［術朮-术］𧗱秫
疎	［疎⇀疏］踈
徠	［徠-徕］來来
条	［條-条］
徕	［徠-徕］
跶	［躂-跶］
軑	［軑-轪］馱釱
轪	［軑-轪］馱
艦	［艦-舰］
輯	［輯-辑］集𨌖𨍾𨍣𨎵楫戢緝
辑	［輯-辑］𨌖𨍾𨍣𨎵集
頟	［頟⇀額］
躁	［趮↦躁］懆𨅶
趮	［趮↦躁］
軹	［軹-轵］只枝
轵	［軹-轵］只
徇	［狥⇀徇］伨𠊫𢓈𢕊殉旬
趨	［趨-趋］趣𧻬趍𧻫𧼜跢𨃘促騶
衝	［衝沖-冲］𧘂𢖜潼𤈭䡴銃舂憧
輷	［輷-𫐒］𩧕
軌	［軌-轨］䡄𨑍宄簋
轨	［軌-轨］䡄𨑍
跹	［躚-跹］
跺	［跥⇀跺］跢
軼	［軼-轶］失轍迭佚逸溢
轶	［軼-轶］失轍迭佚
轿	［轎-轿］𨎄
轎	［轎-轿］𨎄
蹻	［蹻蹺↛蹺‒蹻-𫏋］檋趫勪𨃧趬𣦜跷
跃	［躍-跃］
船	［舩⇀船］𣍬𦤉舡
軤	［軤-轷］
轷	［軤-轷］
跞	［躒-跞］
轹	［轢-轹］轣𨍮𨏟𨐀
復	［復複覆-复］𠋩𠣸𠣾𠤇𢕛𢕒𢕶𡕨𡕴腹𥨍
处	［處-处］処
轳	［轤-轳］䡎
舻	［艫-舻］
御	［御禦-御］馭𠉳𠨙𢓦𧗨𢓷𧗪衘𢕜䘘𡕺䢩衙許啎迓
禦	［御禦-御］圄𢕥𧗻敔𤎇圉𠉳𠨙𢓦𧗨𢓷𧗪衘𢕜䘘𡕺䢩馭
衘	［衘⇀啣銜↛銜］御
從	［從-从］従𠚪𠠴𢓅苁𨑢𨑹𨒀蹤鬃松
艙	［艙-舱］倉𤾙
蹌	［蹌-跄］𦭠蹡
輸	［輸-输］揄渝榆
踰	［踰逾↛逾］𡫞𨄫隃窬遥
输	［輸-输］
輇	［輇-辁］䡅槫輲輴膞
辁	［輇-辁］䡅槫輲輴
輪	［輪-轮］掄倫
聳	［聳-耸］𢕈
慫	［慫-怂］
䢨	［䢨-𨑹］𢔩蹤
轮	［輪-轮］掄
趂	［趂⇀趁］𢌝𧽃跈蹨
䟢	［躎-䟢］跈
趋	［趨-趋］
趁	［趂⇀趁］𢌝𧽃跈蹨
軫	［軫-轸］𨋏𨋎䡩𨏤畛疹
轸	［軫-轸］𨋏𨋎䡩𨏤
軨	［軨-𫐉］笭䡼䡿齡苓櫺舲零
舱	［艙-舱］
跄	［蹌-跄］
冬	［冬鼕-冬］𠔙𠘀𠘗𣆼𣅈昸㫡𧆼終
輜	［輜-辎］輺𨍟𨎜
辎	［輜-辎］輺𨍟𨎜
愆	［諐⇀愆］𠌤𠍴𠎝𠎱𠏘𠐨𠐷𧗭𢕆𧗺𢝐㥶𢡊䇂𨓲言騫
走	［赱↦走］𧺆𡗱㞫𣥕奏湊
赱	［赱↦走］𧺆𡗱㞫𣥕
踬	［躓-踬］
蹠	［蹠跖↛跖］趵𨂂
黴	［黴-霉］𪑛䆀𩽚黣
徵	［徵-征徵‒徵征-征］徴壬𧗲𢽠𢿁𢾷徰𢌛𨒌
懲	［懲-惩］懲承徵
徽	［幑⇀徽］𢾰㫎揮
幑	［幑⇀徽］㫎
躕	［`躕⇋蹰］躊踌𥲅𨅡䟞
躂	［躂-跶］𨂧𨂨
蹏	［蹏⇀蹄］𨀭𨂶踶𨄪
轅	［轅-辕］爰
跖	［蹠跖↛跖］
辕	［轅-辕］爰
艢	［艢⇀檣］𣞱𣝿𣞸𤕽樯
䟖	［䟖䠀⇀蹚趟↛趟］
蹺	［蹻蹺↛蹺-跷］趬𣦜
蹰	［`躕⇋蹰］躊踌䟞
轣	［轣-𫐆］轢𨐀
軛	［軛-轭］厄枙戹𦷖軶𩉴鬲扼
躊	［躊-踌］躕蹰𥲅𨅡
轭	［軛-轭］厄枙戹𦷖軶𩉴鬲
眥	［`眥⇋眦］𥈐
貲	［貲資↛資‒貲-赀］𤇬
赀	［貲-赀］
繫	［系係繫-系］繋𣪠縘𢁴𣫦𦃟
擊	［擊-击］撃撽覡隔
鴜	［鴜-𪉈］雌
鮆	［鮆-𫚖］𩶆鱭啙
輛	［輛-辆］輌両兩
輌	［輌↦辆］輛
辆	［輛-辆］輌兩両
轔	［轔-辚］𨏏
辚	［轔-辚］𨏏
盘	［盤-盘］
凳	［櫈⇀凳］橙鐙
輗	［輗-𫐐］棿𨌊𨌵
鄧	［鄧-邓］
砦	［砦寨↛寨］𡍥𡎵𥓽𣟋
跸	［蹕-跸］
軿	［軿-𫐌］輧
舩	［舩⇀船］
踯	［躑-踯］
躑	［躑-踯］
踫	［掽踫碰↛碰］𨂝䰃𩮗
转	［轉-转］転
趙	［趙-赵］
趟	［䟖䠀⇀蹚趟↛趟］
䠀	［䟖䠀⇀蹚趟↛趟］䟫
徹	［徹-彻］勶𢕹𢖉澈𦔞𨅊轍
轍	［轍-辙］徹軼𨏁𨏣𨅊勶
辙	［轍-辙］徹軼𨏁𨏣𨅊勶
轐	［轐-𫐗］僕輹
輄	［輄-𨐈］𨎩
疏	［疎⇀疏］䟽梳疋𤕟𥿇蔬胥搜
蹚	［䟖䠀⇀蹚趟↛趟］撑踼𨅨䟫
径	［徑-径］逕
轻	［輕-轻］軽𨌷𨓷輊
踩	［跴踩↛踩］
赵	［趙-赵］
輟	［輟-辍］罬𨌸掇惙
辍	［輟-辍］罬𨌸
轰	［轟-轰］軣𨊷𨋌𨋮𨎇
後	［後后-后］𢔏𨒥
衛	［衛-卫］衞䘙𩤸
軋	［軋-轧］札
轧	［軋-轧］札
跥	［跥⇀跺］跢
踊	［踴↝踊］𠁜𧻹𨂹
踴	［踴↝踊］𠁜𧻹𨂹
標	［標-标］墂幖𣠙𢲗
椀	［盌椀㼝⇀碗］
椤	［欏-椤］
檟	［檟-槚］榎
槚	［檟-槚］
𣞻	［𣞻-𣘓］耙
椢	［槶-椢］
楦	［楥楦↛楦］𩋢榬
柠	［檸-柠］楮
檳	［檳-槟］梹㰋
楞	［愣楞↛楞］棱
槟	［檳-槟］
槶	［槶-椢］幗䈐
榷	［𣙜⇀搉榷↛榷］𣒆𣓘㰌𨢜攉
𣙜	［𣙜⇀搉榷↛榷］
椗	［矴⇀椗碇↛碇］
欄	［欄-栏］欄欗楝
棗	［棗-枣］𣕿𠐇
櫚	［櫚-榈］
榈	［櫚-榈］
棕	［椶⇀棕］
榨	［搾榨↛榨］窄苲醡𨢛𨢦𨢧𨣜𨣮
檸	［檸-柠］楮
榲	［榲-榅］樢
枣	［棗-枣］
柟	［枏⇀柟楠↛楠］
枏	［枏⇀柟楠↛楠］
栖	［`棲栖↛栖］捿生
欏	［欏-椤］
東	［東-东］
柏	［栢⇀柏］伯迫
查	［査⇀查］楂槎樝
楊	［楊-杨］鸉揚
桿	［桿杆`↛杆］檊竿笴
鶇	［鶇-鸫］鶫𪂝
榅	［榲-榅］樢
橫	［橫-横］櫎撗
横	［橫-横］櫎撗衡黌桄
櫟	［櫟-栎］檪櫪㰛
權	［權-权］権樌灌顴爟
楠	［枏⇀柟楠↛楠］𣔎
樁	［樁-桩］
梼	［檮-梼］
構	［搆構↛構-构］桷冓𡻉購篝遘覯轂
樺	［樺-桦］𣛛檴華
栉	［櫛-栉］
椟	［櫝-椟］
査	［査⇀查］楂槎樝
朮	［術朮-术］秫
术	［術朮-术］秫
栁	［栁桺⇀柳］
欇	［欇-𪳍］𣠞聶
櫂	［櫂棹↛棹］䑲桌
檉	［檉-柽］朾
杴	［鍁↝杴-锨］檶𣞘㸝
梘	［梘-枧］筧
枧	［梘-枧］
枒	［枒椏丫↛丫］椰
村	［邨⇀村］𡵭
槓	［槓杠`↛杠］
杠	［槓杠`↛杠］
櫻	［櫻-樱］桜
槮	［槮-椮］𣚈𣟹蔘罧簪
樱	［櫻-樱］桜
栢	［栢⇀柏］
欐	［欐-𪲔］麗
栈	［棧-栈］
樞	［樞-枢］
櫃	［櫃柜-柜］匱樻櫸
椏	［枒椏丫↛丫‒椏-桠］亞𩭯椰
桠	［椏-桠］
栋	［棟-栋］
棲	［`棲栖↛栖］捿生西
枢	［樞-枢］
柜	［櫃柜-柜］櫸矩
樹	［樹-树］侸𠊪𣕒尌𡬾𢒳𣗳𣚤𨅒
榜	［牓榜↛榜］㮄搒滂
柵	［`柵⇋栅］𣑭𥬰𨴕
栅	［`柵⇋栅］𣑭𥬰𨴕
櫧	［櫧-槠］楮䡤
槠	［櫧-槠］
櫬	［櫬-榇］藽𧅜
榇	［櫬-榇］
槨	［`槨⇋椁］𣠐𥕖
椁	［`槨⇋椁］𣠐𥕖郭
槁	［槀⇀槁］稿藁𩫓犒笴橋
柿	［柹⇀柿］枾𣐈
皙	［晳⇀皙晰↛晰］𣇮
晳	［晳⇀皙晰↛晰］析
杆	［桿杆`↛杆］檊竿笴
椷	［椷緘↛緘］函㮭
桡	［橈-桡］
棧	［棧-栈］桟椾𢯆碊轏
壄	［壄⇀埜野↛野］𡌛
柹	［柹⇀柿］
槛	［檻-槛］
榄	［欖-榄］
樣	［樣-样］様橡𢵎
櫓	［艪㯭樐⇀艣櫓↛櫓-橹］杵鹵
橹	［櫓-橹］
櫨	［櫨-栌］㭔盧籚纑
㯭	［艪㯭樐⇀艣櫓↛櫓］
核	［覈核`↛核］𣝗荄
樢	［樢-㭤］榅蔦
櫳	［櫳-栊］槞㰍
槞	［槞↦栊］櫳
栊	［櫳-栊］
榪	［榪-杩］
杩	［榪-杩］
欑	［欑-𪴙］櫕𣪁攢鑽
样	［樣-样］様
極	［極极-极］㭲
槤	［槤-梿］連
梿	［槤-梿］
樅	［樅-枞］
櫈	［櫈⇀凳］橙鐙
棟	［棟-栋］𤗗
梦	［夢-梦］夣㙹𡪎㝱𡬌瞢𦴋𧁌
辳	［辳⇀農］𢖢欁𣊤𣎭𦦥𦦤莀𨑇𨑆䢉𨑋农
婪	［惏婪↛婪］啉㘕
棶	［棶-梾］
埜	［壄⇀埜野↛野］𡌛
梾	［棶-梾］
樓	［樓-楼］𩫰
檻	［檻-槛］轞㯺濫
欖	［欖-榄］𣛱㰖
楫	［檝⇀楫］艥輯
檝	［檝⇀楫］艥
頼	［頼⇀賴］赖𧡽𩓃顂
柺	［柺枴拐↛拐］𣐶𣐷
勅	［勅勑⇀敕］陟
鶒	［鶒-𫛶］𪀦𪄠鷘𪅍𪆟
枴	［柺枴拐↛拐］
賴	［頼⇀賴-赖］𧡽𩓃顂利嬾懶癩
赖	［賴-赖］頼
𢤿	［𢤿-𪬯］懶
辢	［辢⇀辣］
敕	［勅勑⇀敕］𠡅策飭飾
橋	［橋-桥］𣘺槗橇墧鞽喬檋矯槁
棰	［箠棰↛棰］捶
构	［構-构］
桥	［橋-桥］
机	［機-机］榿几
栎	［櫟-栎］
极	［極极-极］㭲
柳	［栁桺⇀柳］𣓠橮瘤
朴	［樸朴-朴］𣞞
棹	［櫂棹↛棹］桌
槕	［槕⇀桌］卓棹㔬𠤚𠤟𠤞𢂦𢂚
栌	［櫨-栌］
楨	［楨-桢］
桢	［楨-桢］
梅	［楳槑⇀梅］梅坆𣏁某栂𣒫𤯏
标	［標-标］
隸	［隷𨽻⇀隸-隶］𣜩𥛓𥻊𥻳𨽹𨽾𨾁𨾀肄逮
槍	［鎗槍↛槍-枪］𥎄
檜	［檜-桧］桰鄶
栰	［栰⇀筏］橃
檢	［檢-检］検
賚	［賚-赉］𧶛𧷖理釐來
勑	［勅勑⇀敕］倈𠡠逨
枞	［樅-枞］
检	［檢-检］検
䣛	［䣛⇀膝］𨞢
檐	［簷檐↛檐］厃櫩𣡞𤖝䦲擔
桦	［樺-桦］
桧	［檜-桧］
枪	［槍-枪］
樑	［樑梁`↛梁］𣸑𣹷𨎛
榉	［櫸-榉］
板	［板闆-板］版
櫝	［櫝-椟］匵樚
橢	［橢-椭］楕㯐㰐
椭	［橢-椭］
枥	［櫪-枥］
梔	［`梔⇋栀］支
栀	［`梔⇋栀］
櫥	［`櫥⇋橱］廚厨幮㕑
檯	［臺檯颱台-台］枱
檣	［艢⇀檣-樯］𣞱𣝿𣞸𤕽
橈	［橈-桡］𣓤𦪛
桩	［樁-桩］
榿	［榿-桤］机
橱	［`櫥⇋橱］廚厨
櫪	［櫪-枥］櫟𣙽歷磿
棱	［稜棱↛棱］楞菱
樯	［檣-樯］
橛	［橜⇀橛］嶡厥𣐍氒𦪘撅
檮	［檮-梼］𣚑𣝷𤘀
桤	［榿-桤］
棋	［碁棊⇀棋］檱㯦櫀琪騏
𣝕	［𣝕-𣘷］馢
樐	［艪㯭樐⇀艣櫓↛櫓］
鬱	［鬰欝⇀鬱‒鬱郁-郁］𩰪𦉚𣡇𣡸䖇𩏴𨚼𨟝
楳	［楳槑⇀梅］梅
楼	［樓-楼］
桺	［栁桺⇀柳］𣓠橮
櫛	［櫛-栉］楖扻
松	［鬆松-松］梥枩柗庺枀㮤從
来	［來-来］徠倈猍𧼛逨徕
椾	［椾⇀牋箋↛箋］棧
赉	［賚-赉］𧶛𧷖
栏	［欄-栏］
梲	［梲-棁］
棁	［梲-棁］
樽	［罇⇀樽］墫撙
楓	［楓-枫］杋檒
枫	［楓-枫］
檔	［檔-档］𨎴
樸	［樸朴-朴］檏㯷扑
欞	［~櫺欞-棂］㯪
櫺	［~櫺欞-棂］㯪軨靈
桮	［盃桮杯↛杯］
杰	［傑杰`↛杰］桀
杯	［盃桮杯↛杯‒杯盃-杯］𠤯𠥀𠥧柸棓㮎𦈧𦈶
档	［檔-档］
树	［樹-树］
樳	［樳-桪］尋
櫸	［欅↝櫸-榉］柜椐
楥	［楥楦↛楦］榬
欅	［欅↝櫸］﨔
欝	［鬰欝⇀鬱］
鬰	［鬰欝⇀鬱］
礬	［礬-矾］𥖎
釐	［釐厘`↛厘］萊𡪂𨤺氂𨤭𨤲廛
氂	［犛氂⇋牦‒氂-牦］斄𣭭𣮋㲠𣯕𣯛釐毛
犛	［犛氂⇋牦］𤚐𤛆𤙚髦斄𣭭𣮋㲠𣯕𣯛釐
柽	［檉-柽］
椶	［椶⇀棕］㯶𣞛
棂	［~櫺欞-棂］
权	［權-权］
機	［機-机］幾几榿
棖	［棖-枨］𣥺
枨	［棖-枨］
櫞	［櫞-橼］
橼	［櫞-橼］
椲	［椲-㭏］楎
檵	［檵-𪲛］杞
概	［槩⇀概］槪楬㮣溉
札	［剳⇀劄札↛札］扎𤵦軋
紮	［紥⇀紮扎`↛扎］揠札𢮊拃椻
杨	［楊-杨］
妒	［妬⇀妒］
婣	［婣⇀姻］𡛸𡜭𤯠
婶	［嬸-婶］
嫺	［`嫺⇀嫻‒嫺-娴］閑閒
嬪	［嬪-嫔］姘娦𡜷𡝏𡣑𡤁軉
嫔	［嬪-嫔］
牵	［牽-牵］
嫻	［`嫺⇀嫻］娴
孄	［孄-𫝮］懶
娴	［嫺-娴］嫻
姻	［婣⇀姻］𡛸𡜭𤯠因
姹	［奼-姹］仛
嬣	［嬣-𪥰］儜
媼	［媼-媪］
嬸	［嬸-婶］
昏	［昬⇀昏］混婚𣄼𣄾𣉈𣋯𦟲惛閽𢾞泯
𪂆	［𪂆-𪉎］𨾧𩀔𩀃鴖𪃔𪃯
昬	［昬⇀昏］婚𣄼𣄾𣉈𣋯𦟲惛
媪	［媼-媪］
鵪	［鵪-鹌］𩀂䨄𪁟𪂻𪃬鶕䳺𪈍
鹌	［鵪-鹌］𩀂䨄𪁟𪂻𪃬鶕䳺𪈍
奔	［犇奔逩⇀奔］倴𠬼𢍃𡗲𧾭𣦴渀𥝯𧾜𧿣𨁼𨃦𩦥賁
逩	［犇奔逩⇀奔］倴𠬼𢍃𡗲𧾭𣦴渀𥝯𧾜𧿣𨁼𨃦𩦥
賾	［賾-赜］𡁦𡁃𡄙
赜	［賾-赜］𡁦𡁃𡄙
妫	［嬀-妫］
朢	［朢望↛望］琞𢾘𣍢𥩿𦣠
鴟	［鴟-鸱］鵄𨾦𨾽殦𩿒䲭𩿨𪂑
鸱	［鴟-鸱］鵄𨾦𨾽殦𩿒䲭𩿨𪂑
媯	［媯↝嬀］偽潙
态	［態-态］
盇	［盇⇀盍］
娘	［孃娘`↛娘］
規	［槼規↛規-规］䂓瞁𧠹𩑬𩓠窺巂
槼	［槼規↛規‒槼-椝］
椝	［槼-椝］
媧	［媧-娲］𡢓
规	［規-规］䂓槼瞁𧠹𩑬𩓠椝
鬹	［鬹-鬶］
鬶	［鬹-鬶］
頤	［頤-颐］頥𦣝䨨頉𩒫顊𩠛𩠡𩠢
頥	［頥↦颐］頤
颐	［頤-颐］頥𦣝䨨頉𩒫顊𩠛𩠡𩠢
夫	［夫伕-夫］趺
夺	［奪-夺］
奋	［奮-奋］㽘
貫	［貫-贯］慣𢿒毌䝺丱彎宦關
贯	［貫-贯］慣𢿒毌䝺
孆	［孆-𫝭］嬰
孾	［孾-𪧀］嬰
婐	［娿⇀婐婀↛婀］婑果
妊	［姙⇀妊］任𡜟𨉃
孋	［孋-㛤］𡠈驪儷
婳	［嫿-婳］
妩	［嫵-妩］
嫗	［嫗-妪］
奩	［匳匲籢⇀奩-奁］𡙗𡚍𢅸𢊴𨕏𨘰
姪	［妷⇀姪侄↛侄］𡥺㜼
婭	［婭-娅］亞
娅	［婭-娅］
奁	［奩-奁］
妪	［嫗-妪］
姉	［姉⇀姊］
嬭	［嬭妳奶↛奶］𡇲㚷𡛾𡤘
姍	［`姍⇋姗］𡜜㛽
姗	［`姍⇋姗］𡜜㛽
奸	［姦奸`↛奸］𡟗𪙨
娆	［嬈-娆］
姊	［姉⇀姊］𡛷
嫋	［嫋嬝褭裊↛裊‒嫋裊-袅］
媽	［媽-妈］
奪	［奪-夺］𠔟𡙜𡙸𡜎敓蜕
奮	［奮-奋］㽘
蟁	［螡蟁⇀蚊］蚉𧉬𧊈𧏎𧓹䘇𧖁
妈	［媽-妈］
嬝	［嫋嬝褭裊↛裊］
婿	［壻⇀婿］聟
达	［達-达］迖㒓
嫩	［嫰⇀嫩］媆𤯦𤯯𦠫
嫰	［嫰⇀嫩］媆𤯦𤯯𦠫
嬾	［嬾懶↛懶］勞賴
賛	［賛⇀讚贊↛贊］讃赞
輦	［輦-辇］𨍻𨘪
辇	［輦-辇］𨍻𨘪
姦	［姦奸`↛奸］姧𡝎𢙶菅干
娲	［媧-娲］
挐	［㧱⇀拏挐拿↛拿］𣖹𢮝訤
㜏	［㜏-㛣］妘
娱	［娛-娱］娯
鴽	［鴽-𫛪］𨾯𨾵鴑
嬋	［嬋-婵］𡠐嬗
數	［數-数］𢿘𣀭𣯫𡢏
婁	［婁-娄］僂𡇔𡜰𡝤𡝨𡞔𡡋𡡼𣫻
遱	［遱-𫐷］𨘒
娛	［娛-娱］娯
孫	［孫-孙］𡤾
媰	［媰-㛀］㑳𡦅
奼	［奼-姹］
妷	［妷⇀姪侄↛侄］
娇	［嬌-娇］
嬌	［嬌-娇］姣驕
遜	［遜-逊］巽愻
卧	［臥-卧］
嫵	［嫵-妩］娬𡣆
媿	［媿愧↛愧］聭醜
臨	［臨-临］𦣲𦣷
鹽	［鹽-盐］𦣪塩𪉩𨣎𪉟𪉹
媮	［媮偷↛偷］婾偸
姙	［姙⇀妊］任𡜟𨉃
媍	［媍⇀婦］𡞒邚妇
臥	［臥-卧］
夾	［裌袷夾↛夾-夹］俠挾鋏甲狹郟
頰	［頰-颊］頬脥𩔯𩠗𩠣慝
㓨	［㓨-刾］刺
